Εκδότης,Ιθαγένεια,Κατηγορία(EU),Τύπος,Φύλο,Ηλικία,Πλήθος
ΑΘΗΝΑ,ΑΛΒΑΝΙΑ,Λοιπά,ΑΔΕΙΑ ΔΙΑΜΟΝΗΣ ΑΟΡΙΣΤΗΣ ΔΙΑΡΚΕΙΑΣ,Άρρεν,19_24,1

